spa,msl,spa_n_caracteres,spa_n_palabras,spa_n_tokens_unicos,spa_longitud_media_palabra,spa_ratio_diversidad,msl_n_caracteres,msl_n_palabras,msl_n_tokens_unicos,msl_longitud_media_palabra,msl_ratio_diversidad,compresion_palabras,ratio_compresion,bin_long_spa
tu papá come una hamburguesa con papas,papá tuyo hamburguesa papas comer,38.0,7.0,7.0,4.571428571428571,1.0,33.0,5.0,5.0,5.8,1.0,2.0,0.7142857142857143,≥7 palabras
tu hermana come dulces,hermano mujer tuya dulces comer,22.0,4.0,4.0,4.75,1.0,31.0,5.0,5.0,5.4,1.0,-1.0,1.25,4 palabras
tu hermano come galletas,hermano tuyo galletas comer,24.0,4.0,4.0,5.25,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
tu tía come fruta,tío mujer tuya fruta comer,17.0,4.0,4.0,3.5,1.0,26.0,5.0,5.0,4.4,1.0,-1.0,1.25,4 palabras
tu tío come cereal,tío tuyo cereal comer,18.0,4.0,4.0,3.75,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
tu abuelo come gelatina de fresa,abuelo tuyo gelatina fresa comer,32.0,6.0,6.0,4.5,1.0,32.0,5.0,5.0,5.6,1.0,1.0,0.8333333333333334,6 palabras
tu abuela come fruta,abuelo mujer tuya fruta comer,20.0,4.0,4.0,4.25,1.0,29.0,5.0,5.0,5.0,1.0,-1.0,1.25,4 palabras
tu novio come carne con paas,novio tuyo carne papas comer,28.0,6.0,6.0,3.8333333333333335,1.0,28.0,5.0,5.0,4.8,1.0,1.0,0.8333333333333334,6 palabras
tu novia come pizza,novio mujer tuya pizza comer,19.0,4.0,4.0,4.0,1.0,28.0,5.0,5.0,4.8,1.0,-1.0,1.25,4 palabras
tu amigo come pescado,amigo tuyo pescado comer,21.0,4.0,4.0,4.5,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
tu amiga come ensalada,amigo mujer tuya ensalada comer,22.0,4.0,4.0,4.75,1.0,31.0,5.0,5.0,5.4,1.0,-1.0,1.25,4 palabras
ella está hablando,ella hablar,18.0,3.0,3.0,5.333333333333333,1.0,11.0,2.0,2.0,5.0,1.0,1.0,0.6666666666666666,3 palabras
ella está embarazada,ella embarazada,20.0,3.0,3.0,6.0,1.0,15.0,2.0,2.0,7.0,1.0,1.0,0.6666666666666666,3 palabras
mi mamá está embarazada,mamá mía embarazada,23.0,4.0,4.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
mi prima está embarazada,primo mujer mía embarazada,24.0,4.0,4.0,5.25,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
mi hermana está embarazada,hermano mujer mía embarazada,26.0,4.0,4.0,5.75,1.0,28.0,4.0,4.0,6.25,1.0,0.0,1.0,4 palabras
mi tía está embarazada,tío mujer mía embarazada,22.0,4.0,4.0,4.75,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
mi novia está embarazada,novio mujer mía embarazada,24.0,4.0,4.0,5.25,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
quiero aprender lsm,yo lsm aprender querer,19.0,3.0,3.0,5.666666666666667,1.0,22.0,4.0,4.0,4.75,1.0,-1.0,1.3333333333333333,3 palabras
tú quieres aprender lsm,tú lsm aprender querer,23.0,4.0,4.0,5.0,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
él quiere aprender lsm,él lsm aprender querer,22.0,4.0,4.0,4.75,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
queremos aprender lsm,nosotros lsm aprender querer,21.0,3.0,3.0,6.333333333333333,1.0,28.0,4.0,4.0,6.25,1.0,-1.0,1.3333333333333333,3 palabras
quieren aprender lsm,ustedes lsm aprender querer,20.0,3.0,3.0,6.0,1.0,27.0,4.0,4.0,6.0,1.0,-1.0,1.3333333333333333,3 palabras
mi mamá quiere aprender lsm,mamá mía lsm aprender querer,27.0,5.0,5.0,4.6,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
mi papá quiere aprender lsm,papá mío lsm aprender querer,27.0,5.0,5.0,4.6,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
mi hermano quiere aprender lsm,hermano mío lsm aprender querer,30.0,5.0,5.0,5.2,1.0,31.0,5.0,5.0,5.4,1.0,0.0,1.0,5 palabras
mi hermana quiere aprender lsm,hermano mujer mía lsm aprender querer,30.0,5.0,5.0,5.2,1.0,37.0,6.0,6.0,5.333333333333333,1.0,-1.0,1.2,5 palabras
mi sobrino quiere aprender lsm,sobrino mío lsm aprender querer,30.0,5.0,5.0,5.2,1.0,31.0,5.0,5.0,5.4,1.0,0.0,1.0,5 palabras
mi sobrina quiere aprender lsm,sobrino mujer mía lsm aprender querer,30.0,5.0,5.0,5.2,1.0,37.0,6.0,6.0,5.333333333333333,1.0,-1.0,1.2,5 palabras
mi tío quiere aprender lsm,tío mío lsm aprender querer,26.0,5.0,5.0,4.4,1.0,27.0,5.0,5.0,4.6,1.0,0.0,1.0,5 palabras
mi tía quiere aprender lsm,tío mujer mía lsm aprender querer,26.0,5.0,5.0,4.4,1.0,33.0,6.0,6.0,4.666666666666667,1.0,-1.0,1.2,5 palabras
nosotros somos doctores,nosotros doctores,23.0,3.0,3.0,7.0,1.0,17.0,2.0,2.0,8.0,1.0,1.0,0.6666666666666666,3 palabras
nosotros somos sus hijos,nosotros hijos suyos,24.0,4.0,4.0,5.25,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
nosotros humanos,nosotros humanos,16.0,2.0,2.0,7.5,1.0,16.0,2.0,2.0,7.5,1.0,0.0,1.0,2 palabras
nosotros somos humanos,nosotros humanos,22.0,3.0,3.0,6.666666666666667,1.0,16.0,2.0,2.0,7.5,1.0,1.0,0.6666666666666666,3 palabras
el domingo pasado no salí,domingo pasado yo salir nada,25.0,5.0,5.0,4.2,1.0,28.0,5.0,5.0,4.8,1.0,0.0,1.0,5 palabras
no hay agua,agua haber no,11.0,3.0,3.0,3.0,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,0.0,1.0,3 palabras
no hay café,café haber no,11.0,3.0,3.0,3.0,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,0.0,1.0,3 palabras
no hay peligro,peligro haber no,14.0,3.0,3.0,4.0,1.0,16.0,3.0,3.0,4.666666666666667,1.0,0.0,1.0,3 palabras
no hay dinero,dinero haber no,13.0,3.0,3.0,3.6666666666666665,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
no hay tiempo,tiempo haber no,13.0,3.0,3.0,3.6666666666666665,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
no hay límite,límite haber no,13.0,3.0,3.0,3.6666666666666665,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
no hay sal,sal haber no,10.0,3.0,3.0,2.6666666666666665,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,0.0,1.0,3 palabras
el agua es azul,agua azul,15.0,4.0,4.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,2.0,0.5,4 palabras
el viento es fuerte,viento fuerte,19.0,4.0,4.0,4.0,1.0,13.0,2.0,2.0,6.0,1.0,2.0,0.5,4 palabras
el agua es pura,agua pura,15.0,4.0,4.0,3.0,1.0,9.0,2.0,2.0,4.0,1.0,2.0,0.5,4 palabras
el agua está limpia,agua limpia,19.0,4.0,4.0,4.0,1.0,11.0,2.0,2.0,5.0,1.0,2.0,0.5,4 palabras
el agua está helada,agua helada,19.0,4.0,4.0,4.0,1.0,11.0,2.0,2.0,5.0,1.0,2.0,0.5,4 palabras
el agua está caliente,agua caliente,21.0,4.0,4.0,4.5,1.0,13.0,2.0,2.0,6.0,1.0,2.0,0.5,4 palabras
no hay opción,opción haber no,13.0,3.0,3.0,3.6666666666666665,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
no hay azúcar,azúcar haber no,13.0,3.0,3.0,3.6666666666666665,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
no hay reglas,reglas haber no,13.0,3.0,3.0,3.6666666666666665,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
no hay luz,luz haber no,10.0,3.0,3.0,2.6666666666666665,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,0.0,1.0,3 palabras
no hay comida,comida haber no,13.0,3.0,3.0,3.6666666666666665,1.0,15.0,3.0,3.0,4.333333333333333,1.0,0.0,1.0,3 palabras
no hay problema,problema haber no,15.0,3.0,3.0,4.333333333333333,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
mis tenis son blancos,tenis míos blancos,21.0,4.0,4.0,4.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
los tenis de mi mamá son blancos,tenis suyos mamá mía blancos,32.0,7.0,7.0,3.7142857142857144,1.0,28.0,5.0,5.0,4.8,1.0,2.0,0.7142857142857143,≥7 palabras
los tenis de mi papá son cafés,tenis suyos papá mío cafés,30.0,7.0,7.0,3.4285714285714284,1.0,26.0,5.0,5.0,4.4,1.0,2.0,0.7142857142857143,≥7 palabras
los tenis de mi tío son grandes,tenis suyos tío mío grandes,31.0,7.0,7.0,3.5714285714285716,1.0,27.0,5.0,5.0,4.6,1.0,2.0,0.7142857142857143,≥7 palabras
tus tenis son rosas,tenis tuyos rosas,19.0,4.0,4.0,4.0,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
mis tenis son azules,tenis míos azules,20.0,4.0,4.0,4.25,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
mis tenis son negros,tenis míos negros,20.0,4.0,4.0,4.25,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
mis tenis están limpios,tenis míos limpios,23.0,4.0,4.0,5.0,1.0,18.0,3.0,3.0,5.333333333333333,1.0,1.0,0.75,4 palabras
tus tenis están limpios,tenis tuyos limpios,23.0,4.0,4.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
los zapatos son negros,zapatos negros,22.0,4.0,4.0,4.75,1.0,14.0,2.0,2.0,6.5,1.0,2.0,0.5,4 palabras
mis ojos son azules,ojos azules míos,19.0,4.0,4.0,4.0,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
hay un libro en el estante,estante ahí un libro haber,26.0,6.0,6.0,3.5,1.0,26.0,5.0,5.0,4.4,1.0,1.0,0.8333333333333334,6 palabras
hay dos libros en el estante,estante ahí libros dos haber,28.0,6.0,6.0,3.8333333333333335,1.0,28.0,5.0,5.0,4.8,1.0,1.0,0.8333333333333334,6 palabras
hay tres libros en el estante,estante ahí libros tres haber,29.0,6.0,6.0,4.0,1.0,29.0,5.0,5.0,5.0,1.0,1.0,0.8333333333333334,6 palabras
hay cuatro libros en el estante,estante ahí libros cuatro haber,31.0,6.0,6.0,4.333333333333333,1.0,31.0,5.0,5.0,5.4,1.0,1.0,0.8333333333333334,6 palabras
hay cinco libros en el estante,estante ahí libros cinco haber,30.0,6.0,6.0,4.166666666666667,1.0,30.0,5.0,5.0,5.2,1.0,1.0,0.8333333333333334,6 palabras
hay seis libros en el estante,estante ahí libros seis haber,29.0,6.0,6.0,4.0,1.0,29.0,5.0,5.0,5.0,1.0,1.0,0.8333333333333334,6 palabras
hay siete libros en el estante,estante ahí libros siete haber,30.0,6.0,6.0,4.166666666666667,1.0,30.0,5.0,5.0,5.2,1.0,1.0,0.8333333333333334,6 palabras
hay ocho libros en el estante,estante ahí ocho libros haber,29.0,6.0,6.0,4.0,1.0,29.0,5.0,5.0,5.0,1.0,1.0,0.8333333333333334,6 palabras
hay nueve libros en el estante,estante ahí nueve libros haber,30.0,6.0,6.0,4.166666666666667,1.0,30.0,5.0,5.0,5.2,1.0,1.0,0.8333333333333334,6 palabras
hay diez libros en el estante,estante ahí diez libros haber,29.0,6.0,6.0,4.0,1.0,29.0,5.0,5.0,5.0,1.0,1.0,0.8333333333333334,6 palabras
hay una pera en el plato,plato ahí peras una haber,24.0,6.0,6.0,3.1666666666666665,1.0,25.0,5.0,5.0,4.2,1.0,1.0,0.8333333333333334,6 palabras
hay dos peras en el plato,plato ahí dos peras haber,25.0,6.0,6.0,3.3333333333333335,1.0,25.0,5.0,5.0,4.2,1.0,1.0,0.8333333333333334,6 palabras
hay dos manzanas en el plato,plato ahí dos manzanas haber,28.0,6.0,6.0,3.8333333333333335,1.0,28.0,5.0,5.0,4.8,1.0,1.0,0.8333333333333334,6 palabras
hay tres peras en el plato,plato ahí peras tres haber,26.0,6.0,6.0,3.5,1.0,26.0,5.0,5.0,4.4,1.0,1.0,0.8333333333333334,6 palabras
hay cuatro peras en el plato,plato ahí peras cuatro haber,28.0,6.0,6.0,3.8333333333333335,1.0,28.0,5.0,5.0,4.8,1.0,1.0,0.8333333333333334,6 palabras
hay cinco peras en el plato,plato ahí peras cinco haber,27.0,6.0,6.0,3.6666666666666665,1.0,27.0,5.0,5.0,4.6,1.0,1.0,0.8333333333333334,6 palabras
hay seis peras en el plato,plato ahí peras seis haber,26.0,6.0,6.0,3.5,1.0,26.0,5.0,5.0,4.4,1.0,1.0,0.8333333333333334,6 palabras
hay siete peras en el plato,plato ahí peras siete haber,27.0,6.0,6.0,3.6666666666666665,1.0,27.0,5.0,5.0,4.6,1.0,1.0,0.8333333333333334,6 palabras
hay ocho peras en el plato,plato ahí peras ocho haber,26.0,6.0,6.0,3.5,1.0,26.0,5.0,5.0,4.4,1.0,1.0,0.8333333333333334,6 palabras
hay nueve peras en el plato,plato ahí peras nueve haber,27.0,6.0,6.0,3.6666666666666665,1.0,27.0,5.0,5.0,4.6,1.0,1.0,0.8333333333333334,6 palabras
hay diez peras en el plato,plato ahí peras diez haber,26.0,6.0,6.0,3.5,1.0,26.0,5.0,5.0,4.4,1.0,1.0,0.8333333333333334,6 palabras
hay un problema,problema haber,15.0,3.0,3.0,4.333333333333333,1.0,14.0,2.0,2.0,6.5,1.0,1.0,0.6666666666666666,3 palabras
hoy hace mucho viento,hoy mucho viento,21.0,4.0,4.0,4.5,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
hace mucho frío hoy,hoy mucho frío,19.0,4.0,4.0,4.0,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
en la cocina hace mucho calor,cocina ahí mucho calor,29.0,6.0,6.0,4.0,1.0,22.0,4.0,4.0,4.75,1.0,2.0,0.6666666666666666,6 palabras
aprendí hace mucho tiempo,mucho tiempo yo aprender,25.0,4.0,4.0,5.5,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
estoy loco,yo loco,10.0,2.0,2.0,4.5,1.0,7.0,2.0,2.0,3.0,1.0,0.0,1.0,2 palabras
estás loco,tú loco,10.0,2.0,2.0,4.5,1.0,7.0,2.0,2.0,3.0,1.0,0.0,1.0,2 palabras
estamos locos,nosotros locos,13.0,2.0,2.0,6.0,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
están locos,ellos (as) (ustedes) locos,11.0,2.0,2.0,5.0,1.0,26.0,4.0,4.0,4.75,1.0,-2.0,2.0,2 palabras
ellos están locos,ellos están locos,17.0,3.0,3.0,5.0,1.0,17.0,3.0,3.0,5.0,1.0,0.0,1.0,3 palabras
ustedes están locos,ustedes locos,19.0,3.0,3.0,5.666666666666667,1.0,13.0,2.0,2.0,6.0,1.0,1.0,0.6666666666666666,3 palabras
estoy loca,yo loca,10.0,2.0,2.0,4.5,1.0,7.0,2.0,2.0,3.0,1.0,0.0,1.0,2 palabras
mi mamá está loca,mamá mía loca,17.0,4.0,4.0,3.5,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
mi papá está loco,papá mío loco,17.0,4.0,4.0,3.5,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
mi hermano está loco,hermano mío loco,20.0,4.0,4.0,4.25,1.0,16.0,3.0,3.0,4.666666666666667,1.0,1.0,0.75,4 palabras
mi hermana está loca,hermano mujer mía loca,20.0,4.0,4.0,4.25,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
mi novio está loco,novio mío loco,18.0,4.0,4.0,3.75,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
mi novia está loca,novio mujer mía loca,18.0,4.0,4.0,3.75,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
mi tía está loca,tío mujer mía loca,16.0,4.0,4.0,3.25,1.0,18.0,4.0,4.0,3.75,1.0,0.0,1.0,4 palabras
mi tío está loco,tío mío loco,16.0,4.0,4.0,3.25,1.0,12.0,3.0,3.0,3.3333333333333335,1.0,1.0,0.75,4 palabras
los niños están locos,niños ellos locos,21.0,4.0,4.0,4.5,1.0,17.0,3.0,3.0,5.0,1.0,1.0,0.75,4 palabras
las niñas están locas,niño mujer ellas locas,21.0,4.0,4.0,4.5,1.0,22.0,4.0,4.0,4.75,1.0,0.0,1.0,4 palabras
mi abuelo está loco,abuelo mío loco,19.0,4.0,4.0,4.0,1.0,15.0,3.0,3.0,4.333333333333333,1.0,1.0,0.75,4 palabras
mi abuela está loca,abuelo mujer mía loca,19.0,4.0,4.0,4.0,1.0,21.0,4.0,4.0,4.5,1.0,0.0,1.0,4 palabras
mi amiga está loca,amigo mujer mía loca,18.0,4.0,4.0,3.75,1.0,20.0,4.0,4.0,4.25,1.0,0.0,1.0,4 palabras
mi amigo está loco,amigo mío loco,18.0,4.0,4.0,3.75,1.0,14.0,3.0,3.0,4.0,1.0,1.0,0.75,4 palabras
mi hijo está loco,hijo mío loco,17.0,4.0,4.0,3.5,1.0,13.0,3.0,3.0,3.6666666666666665,1.0,1.0,0.75,4 palabras
mi hija está loca,hijo mujer mía loca,17.0,4.0,4.0,3.5,1.0,19.0,4.0,4.0,4.0,1.0,0.0,1.0,4 palabras
soy desesperado,yo desesperado así,15.0,2.0,2.0,7.0,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
eres desesperado,tú desesperado así,16.0,2.0,2.0,7.5,1.0,18.0,3.0,3.0,5.333333333333333,1.0,-1.0,1.5,2 palabras
él es desesperado,él desesperado así,17.0,3.0,3.0,5.0,1.0,18.0,3.0,3.0,5.333333333333333,1.0,0.0,1.0,3 palabras
ella es desesperada,ella desesperada así,19.0,3.0,3.0,5.666666666666667,1.0,20.0,3.0,3.0,6.0,1.0,0.0,1.0,3 palabras
ellos son desesperados,ellos desesperados así,22.0,3.0,3.0,6.666666666666667,1.0,22.0,3.0,3.0,6.666666666666667,1.0,0.0,1.0,3 palabras
ustedes son desesperados,ustedes desesperados así,24.0,3.0,3.0,7.333333333333333,1.0,24.0,3.0,3.0,7.333333333333333,1.0,0.0,1.0,3 palabras
nosotros somos desesperados,nosotros desesperados así,27.0,3.0,3.0,8.333333333333334,1.0,25.0,3.0,3.0,7.666666666666667,1.0,0.0,1.0,3 palabras
mi mamá es desesperada,mamá mía desesperada así,22.0,4.0,4.0,4.75,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
mi papá es desesperado,papá mío desesperado así,22.0,4.0,4.0,4.75,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
mi hermano es desesperado,hermano mío desesperado así,25.0,4.0,4.0,5.5,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
mi hermana es desesperada,hermano mujer mía desesperada así,25.0,4.0,4.0,5.5,1.0,33.0,5.0,5.0,5.8,1.0,-1.0,1.25,4 palabras
mi novio es desesperado,novio mío desesperado así,23.0,4.0,4.0,5.0,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
mi novia es desesperada,novio mujer mía desesperada así,23.0,4.0,4.0,5.0,1.0,31.0,5.0,5.0,5.4,1.0,-1.0,1.25,4 palabras
mi tío es desesperado,tío mío desesperado así,21.0,4.0,4.0,4.5,1.0,23.0,4.0,4.0,5.0,1.0,0.0,1.0,4 palabras
mi tía es desesperada,tío mujer mía desesperada así,21.0,4.0,4.0,4.5,1.0,29.0,5.0,5.0,5.0,1.0,-1.0,1.25,4 palabras
los niños son desesperados,niño ellos desesperados así,26.0,4.0,4.0,5.75,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
las niñas son desesperadas,niño mujer ellas desesperadas así,26.0,4.0,4.0,5.75,1.0,33.0,5.0,5.0,5.8,1.0,-1.0,1.25,4 palabras
mi abuelo es desesperado,abuelo mío desesperado así,24.0,4.0,4.0,5.25,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
mi abuela es desesperada,abuelo mujer mía desesperada así,24.0,4.0,4.0,5.25,1.0,32.0,5.0,5.0,5.6,1.0,-1.0,1.25,4 palabras
mi amiga es desesperada,amigo mujer mía desesperada así,23.0,4.0,4.0,5.0,1.0,31.0,5.0,5.0,5.4,1.0,-1.0,1.25,4 palabras
mi amigo es desesperado,amigo mío desesperado así,23.0,4.0,4.0,5.0,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
tu mamá es desesperada,mamá tuya desesperada así,22.0,4.0,4.0,4.75,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
tu papá es desesperado,papá tuyo desesperado así,22.0,4.0,4.0,4.75,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
tu hermano es desesperado,hermano tuyo desesperado así,25.0,4.0,4.0,5.5,1.0,28.0,4.0,4.0,6.25,1.0,0.0,1.0,4 palabras
tu hermana es desesperado,hermano mujer tuyo desesperada así,25.0,4.0,4.0,5.5,1.0,34.0,5.0,5.0,6.0,1.0,-1.0,1.25,4 palabras
tu novio es desesperado,novio tuyo desesperado así,23.0,4.0,4.0,5.0,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
tu novia es desesperada,novio mujer tuya desesperada así,23.0,4.0,4.0,5.0,1.0,32.0,5.0,5.0,5.6,1.0,-1.0,1.25,4 palabras
tu tío es desesperado,tío tuyo desesperado así,21.0,4.0,4.0,4.5,1.0,24.0,4.0,4.0,5.25,1.0,0.0,1.0,4 palabras
tu tía es desesperada,tío mujer tuya desesperada así,21.0,4.0,4.0,4.5,1.0,30.0,5.0,5.0,5.2,1.0,-1.0,1.25,4 palabras
tu abuelo es desesperado,abuelo tuyo desesperado así,24.0,4.0,4.0,5.25,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
tu abuela es desesperada,abuelo mujer tuya desesperada así,24.0,4.0,4.0,5.25,1.0,33.0,5.0,5.0,5.8,1.0,-1.0,1.25,4 palabras
tu amiga es desesperada,amigo mujer tuya desesperada así,23.0,4.0,4.0,5.0,1.0,32.0,5.0,5.0,5.6,1.0,-1.0,1.25,4 palabras
tu amigo es desesperado,amigo tuyo desesperado así,23.0,4.0,4.0,5.0,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
estoy desesperado,yo desesperado,17.0,2.0,2.0,8.0,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
estás desesperado,tú desesperado,17.0,2.0,2.0,8.0,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
está desesperado,él desesperado,16.0,2.0,2.0,7.5,1.0,14.0,2.0,2.0,6.5,1.0,0.0,1.0,2 palabras
está desesperada,ella desesperada,16.0,2.0,2.0,7.5,1.0,16.0,2.0,2.0,7.5,1.0,0.0,1.0,2 palabras
están desesperados,ellos desesperados,18.0,2.0,2.0,8.5,1.0,18.0,2.0,2.0,8.5,1.0,0.0,1.0,2 palabras
ustedes están desesperados,ustedes desesperados,26.0,3.0,3.0,8.0,1.0,20.0,2.0,2.0,9.5,1.0,1.0,0.6666666666666666,3 palabras
nosotros estamos desesperados,nosotros desesperados,29.0,3.0,3.0,9.0,1.0,21.0,2.0,2.0,10.0,1.0,1.0,0.6666666666666666,3 palabras
mi mamá está desesperada,mamá mía desesperada,24.0,4.0,4.0,5.25,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
mi papá está desesperado,papá mío desesperado,24.0,4.0,4.0,5.25,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
mi hermano está desesperado,hermano mío desesperado,27.0,4.0,4.0,6.0,1.0,23.0,3.0,3.0,7.0,1.0,1.0,0.75,4 palabras
mi hermana está desesperada,hermano mujer mía desesperada,27.0,4.0,4.0,6.0,1.0,29.0,4.0,4.0,6.5,1.0,0.0,1.0,4 palabras
mi novio está desesperado,novio mío desesperado,25.0,4.0,4.0,5.5,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
mi novia es desesperada,novio mujer mía desesperada,23.0,4.0,4.0,5.0,1.0,27.0,4.0,4.0,6.0,1.0,0.0,1.0,4 palabras
mi tío está desesperado,tío mío desesperado,23.0,4.0,4.0,5.0,1.0,19.0,3.0,3.0,5.666666666666667,1.0,1.0,0.75,4 palabras
mi tía está desesperada,tío mujer mía desesperada,23.0,4.0,4.0,5.0,1.0,25.0,4.0,4.0,5.5,1.0,0.0,1.0,4 palabras
tu papá es desesperado,papá tuyo desesperado,22.0,4.0,4.0,4.75,1.0,21.0,3.0,3.0,6.333333333333333,1.0,1.0,0.75,4 palabras
tu hermano es desesperado,hermano tuyo desesperado,25.0,4.0,4.0,5.5,1.0,24.0,3.0,3.0,7.333333333333333,1.0,1.0,0.75,4 palabras
tu hermana es desesperado,hermano mujer tuya desesperada,25.0,4.0,4.0,5.5,1.0,30.0,4.0,4.0,6.75,1.0,0.0,1.0,4 palabras
tu novio es desesperado,novio tuyo desesperado,23.0,4.0,4.0,5.0,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
tu novia es desesperada,novio mujer tuya desesperado,23.0,4.0,4.0,5.0,1.0,28.0,4.0,4.0,6.25,1.0,0.0,1.0,4 palabras
tu tío es desesperado,tío tuyo desesperado,21.0,4.0,4.0,4.5,1.0,20.0,3.0,3.0,6.0,1.0,1.0,0.75,4 palabras
tu tía es desesperada,tío mujer tuya desesperado,21.0,4.0,4.0,4.5,1.0,26.0,4.0,4.0,5.75,1.0,0.0,1.0,4 palabras
tu abuelo es desesperado,abuelo tuyo desesperado,24.0,4.0,4.0,5.25,1.0,23.0,3.0,3.0,7.0,1.0,1.0,0.75,4 palabras
tu abuela es desesperada,abuelo mujer tuya desesperada,24.0,4.0,4.0,5.25,1.0,29.0,4.0,4.0,6.5,1.0,0.0,1.0,4 palabras
tu amiga es desesperada,amigo mujer tuya desesperada,23.0,4.0,4.0,5.0,1.0,28.0,4.0,4.0,6.25,1.0,0.0,1.0,4 palabras
tu amigo es desesperado,amigo tuyo desesperado,23.0,4.0,4.0,5.0,1.0,22.0,3.0,3.0,6.666666666666667,1.0,1.0,0.75,4 palabras
soy sorda,yo sorda,9.0,2.0,2.0,4.0,1.0,8.0,2.0,2.0,3.5,1.0,0.0,1.0,2 palabras
soy sordo,yo sordo,9.0,2.0,2.0,4.0,1.0,8.0,2.0,2.0,3.5,1.0,0.0,1.0,2 palabras
eres sordo,tú sordo,10.0,2.0,2.0,4.5,1.0,8.0,2.0,2.0,3.5,1.0,0.0,1.0,2 palabras
eres sorda,tú sorda,10.0,2.0,2.0,4.5,1.0,8.0,2.0,2.0,3.5,1.0,0.0,1.0,2 palabras
